query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
1467,KG-1 cell,EFO:0002218,KG1,2079|2080,1
1468,KU-812 cell,EFO:0002222,KU812,2081|2082,1
1469,KU812 cell,EFO:0002222,KU812,2083,1
1470,LS-174T cell,EFO:0002227,LS174T,2084,1
1471,LS 174T cell,EFO:0002227,LS174T,2085,1
1472,LS174T cell,EFO:0002227,LS174T,2086,1
1473,MEC-1 cell,EFO:0002231,MEC1,2087,1
1474,MEG-01 cell,EFO:0002232,MEG01,2088|2089,1
1475,MALME-3M cell,EFO:0002243,Malme3M,2090,1
1476,Malme-3M cell,EFO:0002243,Malme3M,2091,1
1477,NALM-6 cell,EFO:0002245,NALM6,2092|2093,1
1478,NAMALWA cell,EFO:0002246,NAMALWA,2094|2095,1
1479,NCI-H1437 cell,EFO:0002254,NCI-H1437,2096|2097,1
1480,NCI-H1703 cell,EFO:0002264,NCI-H1703,2098|2099,1
1481,NCI-H1792 cell,EFO:0002266,NCI-H1792,2100|2101,1
1482,NCI-H1975 cell,EFO:0002271,NCI-H1975,2102|2103,1
1483,NCI-H2009 cell,EFO:0002273,NCI-H2009,2104|2105,1
1484,NCI-H2122 cell,EFO:0002279,NCI-H2122,2106|2107,1
1485,NCI-H23 cell,EFO:0002286,NCI-H23,2108|2109,1
1486,NCI-H2347 cell,EFO:0002287,NCI-H2347,2110|2111,1
1487,NCI-H295R cell,EFO:0002289,NCI-H295R,2112,1
1488,NCI-H441 cell,EFO:0002292,NCI-H441,2113|2114,1
1489,blood-lymph,EFO:0002300|EFO:0002823,NCI-H69|obsolete_H69,2115|2348,2
1490,OV-90 cell,EFO:0002311,OV90,2116|2117,1
1491,RCH-ACV cell,EFO:0002314|EFO:0030017,RCHACV|RCH-ACV,2118|6115,2
1492,RD cell,EFO:0002315,RD,2119|2121,1
1493,R D cell,EFO:0002315,RD,2120,1
1494,RPMI-8226 cell,EFO:0002322,RPMI8226,2122,1
1495,RPMI 8226 cell,EFO:0002322,RPMI8226,2123,1
1496,RWPE-1 cell,EFO:0002323,RWPE1,2124|2125,1
1497,RAJI cell,EFO:0002324,Raji,2126,1
1498,Raji cell,EFO:0002324,Raji,2127,1
1499,SJSA-1 cell,EFO:0002330,SJSA1,2128|2129,1
1500,SK-LMS-1 cell,EFO:0002331,SKLMS1,2130|2131,1
1501,SK-MES-1 cell,EFO:0002334,SKMES1,2132|2133,1
1502,SK-N-DZ cell,EFO:0002336,obsolete_SKNDZ,2134,1
1503,SK-UT-1 cell,EFO:0002341,SKUT1,2135|2136,1
1504,SNU-16 cell,EFO:0002344,SNU16,2137|2138,1
1505,SW1353 cell,EFO:0002360,SW1353,2139,1
1506,SW-48 cell,EFO:0002367,SW48,2140,1
1507,SW48 cell,EFO:0002367,SW48,2141,1
1508,SW-620 cell,EFO:0002368,SW620,2142,1
1509,SW620 cell,EFO:0002368,SW620,2143,1
1510,SiHa cell,EFO:0002379,SiHa,2144|2145,1
1511,WM-115 cell,EFO:0002390,WM115,2146|2147,1
1512,Y79 cell,EFO:0002392,Y79,2148,1
1513,benign neoplasm,EFO:0002422,benign neoplasm,2149|2152|2153,1
1514,cell type benign neoplasm,EFO:0002422,benign neoplasm,2150,1
1515,organ system benign neoplasm,EFO:0002422,benign neoplasm,2151,1
1516,Benign Neoplasm,EFO:0002422,benign neoplasm,2154,1
1517,osteoma,EFO:0002423,osteoma,2155|2157,1
1518,Osteom,EFO:0002423,osteoma,2156,1
1519,Osteoma,EFO:0002423,osteoma,2158,1
1520,fibroma,EFO:0002424,fibroma,2159|2160|2161,1
1521,Fibroma,EFO:0002424,fibroma,2162,1
1522,neoplasm of immature B and T cells,EFO:0002425,neoplasm of immature B and T cells,2163|2164,1
1523,neoplasm of mature T-cells or NK-cells,EFO:0002426,neoplasm of mature T-cells or NK-cells,2165|2166,1
1524,Mature T-Cell and NK-Cell Neoplasm,EFO:0002426,neoplasm of mature T-cells or NK-cells,2167,1
1525,myeloid neoplasm,EFO:0002427,myeloid neoplasm,2168|2169|2170,1
1526,Myeloid Neoplasm,EFO:0002427,myeloid neoplasm,2171,1
1527,myeloproliferative neoplasm,EFO:0002428|EFO:0004251,chronic myeloproliferative disorder|myeloproliferative disorder,2172|2174|3168,2
1528,myeloproliferative disorder,EFO:0002428|EFO:0004251,chronic myeloproliferative disorder|myeloproliferative disorder,2173|3170,2
1529,Myeloproliferative Neoplasm,EFO:0002428|EFO:0004251,chronic myeloproliferative disorder|myeloproliferative disorder,2175|3171,2
1530,polycythemia vera,EFO:0002429,polycythemia vera,2176|2177,1
1531,acquired polycythemia vera,EFO:0002429,polycythemia vera,2178,1
1532,Polycythemia Vera,EFO:0002429,polycythemia vera,2179,1
1533,myelofibrosis,EFO:0002430,primary myelofibrosis,2180,1
1534,primary myelofibrosis,EFO:0002430,primary myelofibrosis,2181|2182,1
1535,Primary Myelofibrosis,EFO:0002430,primary myelofibrosis,2183,1
1536,peripheral nervous system neoplasm,EFO:0002431,tumour of cranial and spinal nerves,2184|2185,1
1537,Peripheral Nervous System Neoplasm,EFO:0002431,tumour of cranial and spinal nerves,2186,1
1538,mesophyll cell,EFO:0002439,mesophyll cell,2187,1
1539,HUVEC cell,EFO:0002451,HUVEC cell,2189,1
1540,hippocampus CA1,EFO:0002454,obsolete_hippocampus CA1,2190,1
1541,hippocampus CA3,EFO:0002456,obsolete_hippocampus CA3,2191,1
1542,Core region of nucleus accumbens,EFO:0002458,obsolete_nucleus accumbens core,2192,1
1543,Shell region of nucleus accumbens,EFO:0002459,obsolete_nucleus accumbens shell,2193,1
1544,skeletal system disorder,EFO:0002461,skeletal system disease,2194,1
1545,hair follicle,EFO:0002464,obsolete_hair follicle,2195,1
1546,inferior colliculus,EFO:0002465,obsolete_inferior colliculus,2196,1
1547,Middle temporal gyrus,EFO:0002466,obsolete_middle temporal gyrus,2197,1
1548,Oculomotor nuclear complex,EFO:0002468,obsolete_oculomotor nucleus,2198,1
1549,superior colliculus,EFO:0002474,obsolete_superior colliculus,2199,1
1550,actinic keratosis,EFO:0002496,actinic keratosis,2200|2202,1
1551,Actinic keratosis,EFO:0002496,actinic keratosis,2201,1
1552,Actinic Keratosis,EFO:0002496,actinic keratosis,2203,1
1553,acute hypotension,EFO:0002497,acute hypotension,2204,1
1554,aggressive insulitis,EFO:0002498,aggressive insulitis,2205,1
1555,anaplastic astrocytoma,EFO:0002499,anaplastic astrocytoma,2206|2207|2208,1
1556,Anaplastic Astrocytoma,EFO:0002499,anaplastic astrocytoma,2209,1
1557,anaplastic oligoastrocytoma,EFO:0002500,anaplastic oligoastrocytoma,2210|2211,1
1558,Anaplastic Oligoastrocytoma,EFO:0002500,anaplastic oligoastrocytoma,2212,1
1559,anaplastic oligodendroglioma,EFO:0002501,anaplastic oligodendroglioma,2213|2214|2215,1
1560,Anaplastic Oligodendroglioma,EFO:0002501,anaplastic oligodendroglioma,2216,1
1561,benign insulitis,EFO:0002502,benign insulitis,2217,1
1562,cardiac hypertrophy,EFO:0002503,cardiac hypertrophy,2218,1
1563,serous cystadenoma,EFO:0002504,serous cystadenoma,2219|2220,1
1564,Serous Cystadenoma,EFO:0002504,serous cystadenoma,2221,1
1565,multiple system atrophy,EFO:0002505|EFO:1001050,obsolete_multiple system atrophy|multiple system atrophy,2222|8802|8803,2
1566,osteoarthritis,EFO:0002506,obsolete_osteoarthritis,2223,1
1567,Osteoarthritis,EFO:0002506,obsolete_osteoarthritis,2224,1
1568,ovarian adenoma benign,EFO:0002507,ovarian adenoma benign,2225|2226,1
1569,Parkinson's disease,EFO:0002508,obsolete_Parkinson's disease,2227,1
1570,chronic progressive external ophthalmoplegia,EFO:0002509,progressive external ophthalmoplegia,2228,1
1571,Oftalmoplejia externa progresiva,EFO:0002509,progressive external ophthalmoplegia,2229,1
1572,progressive external ophthalmoplegia,EFO:0002509,progressive external ophthalmoplegia,2230,1
1573,ovarian serous cystadenofibroma,EFO:0002510,serous cystadenofibroma,2231,1
1574,serous cystadenofibroma,EFO:0002510,serous cystadenofibroma,2232|2233,1
1575,Ovarian Serous Cystadenofibroma,EFO:0002510,serous cystadenofibroma,2234,1
1576,ovarian cystadenoma,EFO:0002511,simple cystadenoma,2235|2237,1
1577,simple cystadenoma,EFO:0002511,simple cystadenoma,2236,1
1578,Ovarian Cystadenoma,EFO:0002511,simple cystadenoma,2238,1
1579,progressive supranuclear palsy,EFO:0002512,"obsolete_supranuclear palsy, progressive",2239,1
1580,corneal stroma,EFO:0002514,obsolete_corneal stroma,2240,1
1581,Ductus arteriosus,EFO:0002515,obsolete_ductus arteriosus,2241,1
1582,Ductus arterioso permeable,EFO:0002515,obsolete_ductus arteriosus,2242,1
1583,Inferior ganglion of vagus nerve,EFO:0002516,obsolete_inferior ganglion of vagus nerve,2243,1
1584,pancreatic ductal adenocarcinoma,EFO:0002517,obsolete_pancreatic ductal adenocarcinoma,2244,1
1585,pancreatic ductal carcinoma,EFO:0002517,obsolete_pancreatic ductal adenocarcinoma,2245,1
1586,cerebral hemisphere,EFO:0002521,obsolete_cerebral hemisphere,2246,1
1587,Abdominal aorta,EFO:0002524,obsolete_abdominal aorta,2247,1
1588,Thoracic aorta,EFO:0002525,obsolete_thoracic aorta,2248,1
1589,Descending thoracic aorta,EFO:0002527,obsolete_descending thoracic aorta,2249,1
1590,INS-1 cell,EFO:0002529,INS-1,2250,1
1591,endoderm,EFO:0002545,obsolete_endoderm,2251,1
1592,Endoderm,EFO:0002545,obsolete_endoderm,2252,1
1593,Anormal glikoz toleransı,EFO:0002546,abnormal glucose tolerance,2253,1
1594,cardiovascular system endothelium,EFO:0002548,obsolete_endothelium,2254,1
1595,Brachiocephalic artery,EFO:0002550,obsolete_brachiocephalic artery,2255,1
1596,Mucosa of tongue,EFO:0002553,obsolete_tongue mucosa,2256,1
1597,Fundus of stomach,EFO:0002554,obsolete_gastric fundus,2257,1
1598,Epithelium of pancreatic duct,EFO:0002556,obsolete_pancreatic duct epithelium,2258,1
1599,Ciliary ganglion,EFO:0002559,obsolete_ciliary ganglion,2259,1
1600,Definitive endoderm,EFO:0002574,obsolete_definitive endoderm,2260,1
1601,AIDS dementia complex,EFO:0002608,AIDS dementia,2261,1
1602,AIDS Dementia,EFO:0002608,AIDS dementia,2262,1
1603,juvenile rheumatoid arthritis,EFO:0002609|EFO:1002007,juvenile idiopathic arthritis|obsolete_juvenile idiopathic arthritis,2263|9942,2
1604,juvenile idiopathic arthritis,EFO:0002609,juvenile idiopathic arthritis,2264,1
1605,Juvenile Idiopathic Arthritis,EFO:0002609,juvenile idiopathic arthritis,2265,1
1606,Juvenile Chronic Polyarthritis,EFO:0002609,juvenile idiopathic arthritis,2266,1
1607,cocaine dependence,EFO:0002610,cocaine dependence,2267|2268,1
1608,Cocaine Dependence,EFO:0002610,cocaine dependence,2269,1
1609,hereditary breast ovarian cancer syndrome,EFO:0002611,obsolete_hereditary breast and ovarian cancer,2270,1
1610,human herpesvirus 8 infection,EFO:0002612,human herpesvirus 8 infection,2271,1
1611,HHV8 Infection,EFO:0002612,human herpesvirus 8 infection,2272,1
1612,iatrogenic Kaposi's sarcoma,EFO:0002613,iatrogenic Kaposi's sarcoma,2273|2274,1
1613,Iatrogenic Kaposi Sarcoma,EFO:0002613,iatrogenic Kaposi's sarcoma,2275,1
1614,Insulin resistance,EFO:0002614,insulin resistance,2276,1
1615,insulin resistance,EFO:0002614,insulin resistance,2277,1
1616,internal carotid artery stenosis,EFO:0002615,internal carotid artery stenosis,2278,1
1617,macroglobulinemia,EFO:0002616,macroglobulinemia,2279|2280|2281,1
1618,Lymphoplasmacytic Lymphoma,EFO:0002616,macroglobulinemia,2282,1
1619,Waldenstrom Macroglobulinemia,EFO:0002616|EFO:0009441,macroglobulinemia|Waldenstrom macroglobulinemia,2283|5550,2
1620,metastatic melanoma,EFO:0002617,metastatic melanoma,2284|2285,1
1621,Metastatic Melanoma,EFO:0002617,metastatic melanoma,2286,1
1622,pancreatic carcinoma,EFO:0002618,pancreatic carcinoma,2287|2288,1
1623,exocrine pancreatic carcinoma,EFO:0002618,pancreatic carcinoma,2289,1
1624,Pancreatic Carcinoma,EFO:0002618,pancreatic carcinoma,2290,1
1625,pituitary adenoma,EFO:0002619|EFO:1000478,obsolete_pituitary adenoma|Pituitary Gland Adenoma,2291|7339,2
1626,primary hyperparathyroidism,EFO:0002620|EFO:0008519,obsolete_primary hyperparathyroidism|primary hyperparathyroidism,2292|5285|5287,2
1627,Hiperparatiroidismo primario,EFO:0002620|EFO:0008519,obsolete_primary hyperparathyroidism|primary hyperparathyroidism,2293|5286,2
1628,prostate intraepithelial neoplasia,EFO:0002621,prostate intraepithelial neoplasia,2294|2295,1
1629,increased prostate intraepithelial neoplasia incidence,EFO:0002621,prostate intraepithelial neoplasia,2296,1
1630,Prostatic Intraepithelial Neoplasia,EFO:0002621,prostate intraepithelial neoplasia,2297,1
1631,Rotavirus infection,EFO:0002622,rotavirus infection,2298,1
1632,septic peritonitis,EFO:0002623,septic peritonitis,2299,1
1633,autosomal dominant cerebellar ataxia,EFO:0002624,obsolete_spinocerebellar ataxia,2300,1
1634,teratozoospermia,EFO:0002625,obsolete_teratozoospermia,2301,1
1635,thymus neoplasm,EFO:0002626,thymus neoplasm,2302|2303,1
1636,Thymus Neoplasm,EFO:0002626,thymus neoplasm,2304,1
1637,vulvar intraepithelial neoplasia,EFO:0002627,vulvar intraepithelial neoplasia,2305|2306,1
1638,Vulvar Intraepithelial Neoplasia,EFO:0002627,vulvar intraepithelial neoplasia,2307,1
1639,peripartum cardiomyopathy,EFO:0002628,peripartum cardiomyopathy,2308|2309,1
1640,Peripartum Cardiomyopathy,EFO:0002628,peripartum cardiomyopathy,2310,1
1641,viral dilated cardiomyopathy,EFO:0002629,viral cardiomyopathy,2311,1
1642,restrictive cardiomyopathy,EFO:0002630,restrictive cardiomyopathy,2312|2313,1
1643,Restrictive Cardiomyopathy,EFO:0002630,restrictive cardiomyopathy,2314,1
1644,pupa,EFO:0002684,obsolete_pupa,2315,1
1645,atopic IgE-mediated allergic disorder,EFO:0002686,atopy,2316,1
1646,ischemia reperfusion injury,EFO:0002687,ischemia reperfusion injury,2317,1
1647,antiphospholipid syndrome,EFO:0002689,antiphospholipid syndrome,2318|2319,1
1648,Antiphospholipid Syndrome,EFO:0002689,antiphospholipid syndrome,2320,1
1649,systemic lupus erythematosus,EFO:0002690,obsolete_systemic lupus erythematosus,2321,1
1650,BxPC-3 cell,EFO:0002709,BxPC-3,2322|2323,1
1651,T3M4 cell,EFO:0002714,Panc89,2324,1
1652,RCB1021 cell,EFO:0002714,Panc89,2325,1
1653,SH-SY5Y cell,EFO:0002717,SH-SY5Y,2326|2327,1
1654,L2 larva Ce,EFO:0002719,L2 larva,2329,1
1655,L3 larva Ce,EFO:0002720,L3 larva,2330,1
1656,tail bud,EFO:0002748,obsolete_tail bud,2331,1
1657,aortic smooth muscle,EFO:0002775,aorta smooth muscle,2332,1
1658,BJ cell,EFO:0002779,BJ,2333|2334,1
1659,chorion,EFO:0002780,obsolete_chorion,2335,1
1660,JURKAT cell,EFO:0002796|EFO:0002825,Jurkat|obsolete_Jurkat,2338|2339|2351,2
1661,NB-4 cell,EFO:0002798,NB4,2340|2341,1
1662,pelvis,EFO:0002805,obsolete_pelvis,2342,1
1663,3T3-F442A cell,EFO:0002811,3T3-F442A,2343,1
1664,BJAB cell,EFO:0002815,BJAB,2344,1
1665,Calu-3 cell,EFO:0002819,Calu3,2345|2346,1
1666,CTLL-2 cell,EFO:0002821,CTLL-2,2347,1
1667,vas efferens,EFO:0002824,HCT116,2349,1
1668,HCT 116 cell,EFO:0002824,HCT116,2350,1
1669,KS-IMM cell,EFO:0002826,KS-IMM,2352,1
1670,MIN-6 cell,EFO:0002829,MIN6,2353,1
1671,MKN-1 cell,EFO:0002830,MKN1,2354,1
1672,MKN-28 cell,EFO:0002831,MKN28,2355,1
1673,MKN-45 cell,EFO:0002832,MKN45,2356,1
1674,MKN-74 cell,EFO:0002834,MKN74,2357,1
1675,MRC-5 cell,EFO:0002835,MRC5,2358|2359,1
1676,MSTO-211H cell,EFO:0002839,MSTO-211H,2360,1
1677,NCI-N87 cell,EFO:0002841,NCI-N87,2361,1
1678,PC-9 cell,EFO:0002847,PC-9,2362,1
1679,RCB4455 cell,EFO:0002847,PC-9,2363,1
1680,SK-N-MC cell,EFO:0002860,SK-N-MC,2364|2365,1
1681,T24 cell,EFO:0002864,T24,2366,1
1682,U-2 OS cell,EFO:0002869,U2OS,2367,1
1683,renal carcinoma,EFO:0002890,renal carcinoma,2368|2369|2370,1
1684,Kidney Carcinoma,EFO:0002890,renal carcinoma,2371,1
1685,thyroid gland carcinoma,EFO:0002892,thyroid carcinoma,2372|2375,1
1686,obsolete_Thyroid Gland Carcinoma,EFO:0002892,thyroid carcinoma,2373,1
1687,Carcinoma de tiroides,EFO:0002892,thyroid carcinoma,2374,1
1688,Thyroid Gland Carcinoma,EFO:0002892,thyroid carcinoma,2376,1
1689,choriocarcinoma,EFO:0002893,choriocarcinoma,2377|2378|2380,1
1690,Choriocarcinoma,EFO:0002893,choriocarcinoma,2379|2381,1
1691,skin amelanotic melanoma,EFO:0002894,amelanotic skin melanoma,2382,1
1692,amelanotic skin melanoma,EFO:0002894,amelanotic skin melanoma,2383|2384,1
1693,Amelanotic Cutaneous Melanoma,EFO:0002894,amelanotic skin melanoma,2385,1
1694,MKN-7 cell,EFO:0002895,MKN7,2386,1
1695,primary cutaneous T-cell non-Hodgkin lymphoma,EFO:0002913,Cutaneous T-cell lymphoma,2387|2389,1
1696,Cutaneous T-cell lymphoma,EFO:0002913,Cutaneous T-cell lymphoma,2388,1
1697,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,EFO:0002913,Cutaneous T-cell lymphoma,2390,1
1698,uterine corpus sarcoma,EFO:0002914,uterine sarcoma,2391|2393,1
1699,uterine sarcoma,EFO:0002914,uterine sarcoma,2392,1
1700,Uterine Corpus Sarcoma,EFO:0002914,uterine sarcoma,2394,1
1701,esophageal carcinoma,EFO:0002916,esophageal carcinoma,2395|2396,1
1702,carcinoma of esophagus,EFO:0002916,esophageal carcinoma,2397,1
1703,Esophageal Carcinoma,EFO:0002916,esophageal carcinoma,2398,1
1704,ovarian serous carcinoma,EFO:0002917,ovarian serous adenocarcinoma,2399,1
1705,ovary serous adenocarcinoma,EFO:0002917,ovarian serous adenocarcinoma,2400,1
1706,ovarian serous adenocarcinoma,EFO:0002917,ovarian serous adenocarcinoma,2401|2402,1
1707,Ovarian Serous Adenocarcinoma,EFO:0002917,ovarian serous adenocarcinoma,2403,1
1708,rhabdomyosarcoma,EFO:0002918,rhabdomyosarcoma,2404|2405|2407,1
1709,Rabdomiosarcoma,EFO:0002918,rhabdomyosarcoma,2406,1
1710,Rhabdomyosarcoma,EFO:0002918,rhabdomyosarcoma,2408,1
1711,uterine carcinoma,EFO:0002919,uterine carcinoma,2409|2410,1
1712,vulvar sarcoma,EFO:0002920,vulva sarcoma,2411,1
1713,vulva sarcoma,EFO:0002920,vulva sarcoma,2412|2413,1
1714,Vulvar Sarcoma,EFO:0002920,vulva sarcoma,2414,1
1715,vulva carcinoma,EFO:0002921,vulvar carcinoma,2415,1
1716,vulvar carcinoma,EFO:0002921,vulvar carcinoma,2416|2417,1
1717,Vulvar Carcinoma,EFO:0002921,vulvar carcinoma,2418,1
1718,hypopharyngeal carcinoma,EFO:0002938,hypopharyngeal carcinoma,2419|2420,1
1719,Hypopharyngeal Carcinoma,EFO:0002938,hypopharyngeal carcinoma,2421,1
1720,medulloblastoma,EFO:0002939,medulloblastoma,2422|2424|2425,1
1721,cerebellar medulloblastoma,EFO:0002939,medulloblastoma,2423,1
1722,Medulloblastoma,EFO:0002939,medulloblastoma,2426,1
1723,familial cardiomyopathy,EFO:0002945,familial cardiomyopathy,2427,1
1724,alpha 1-antitrypsin deficiency,EFO:0002946,obsolete_alpha-1-antitrypsin deficiency,2428,1
1725,Endocrine system,EFO:0002969,obsolete_endocrine system,2429,1
1726,muscular disease,EFO:0002970,muscular disease,2430,1
1727,breast fibrocystic disease,EFO:0003014,breast fibrocystic disease,2431|2432|2433,1
1728,Breast Fibrocystic Change,EFO:0003014,breast fibrocystic disease,2434,1
1729,collecting duct carcinoma,EFO:0003016,collecting duct carcinoma,2435|2436|2437,1
1730,Collecting Duct Carcinoma,EFO:0003016,collecting duct carcinoma,2438,1
1731,renal pelvis transitional cell carcinoma,EFO:0003017,transitional cell carcinoma of kidney,2439,1
1732,transitional cell carcinoma of kidney,EFO:0003017,transitional cell carcinoma of kidney,2440,1
1733,renal pelvis urothelial carcinoma,EFO:0003017,transitional cell carcinoma of kidney,2441,1
1734,Renal Pelvis Urothelial Carcinoma,EFO:0003017,transitional cell carcinoma of kidney,2442,1
1735,acute megakaryocytic leukemia,EFO:0003025,acute megakaryoblastic leukaemia,2443,1
1736,acute megakaryoblastic leukaemia,EFO:0003025,acute megakaryoblastic leukaemia,2444,1
1737,acute megakaryoblastic leukemia,EFO:0003025,acute megakaryoblastic leukaemia,2445,1
1738,Acute Megakaryoblastic Leukemia,EFO:0003025,acute megakaryoblastic leukaemia,2446,1
1739,acute myeloid leukemia with minimal differentiation,EFO:0003026,minimally differentiated acute myeloblastic leukemia,2447|2449,1
1740,minimally differentiated acute myeloblastic leukemia,EFO:0003026,minimally differentiated acute myeloblastic leukemia,2448,1
1741,Acute Myeloid Leukemia with Minimal Differentiation,EFO:0003026,minimally differentiated acute myeloblastic leukemia,2450,1
1742,acute myeloid leukemia without maturation,EFO:0003027,acute myeloblastic leukemia without maturation,2451,1
1743,acute myeloblastic leukemia without maturation,EFO:0003027,acute myeloblastic leukemia without maturation,2452|2453,1
1744,Acute Myeloid Leukemia without Maturation,EFO:0003027,acute myeloblastic leukemia without maturation,2454,1
1745,acute myeloid leukemia with maturation,EFO:0003028,acute myeloblastic leukemia with maturation,2455,1
1746,acute myeloblastic leukemia with maturation,EFO:0003028,acute myeloblastic leukemia with maturation,2456|2457,1
1747,Acute Myeloid Leukemia with Maturation,EFO:0003028,acute myeloblastic leukemia with maturation,2458,1
1748,acute basophilic leukemia,EFO:0003029,acute basophilic leukemia,2459|2460|2461,1
1749,Acute Basophilic Leukemia,EFO:0003029,acute basophilic leukemia,2462,1
1750,abscess,EFO:0003030,abscess,2463,1
1751,Abscess,EFO:0003030,abscess,2464,1
1752,anaplastic large cell lymphoma,EFO:0003032,anaplastic large cell lymphoma,2465|2466|2467,1
1753,Anaplastic Large Cell Lymphoma,EFO:0003032,anaplastic large cell lymphoma,2468,1
1754,bacterial sepsis,EFO:0003033,bacteriemia,2469,1
1755,bacterial infectious disease with sepsis,EFO:0003033,bacteriemia,2470,1
1756,cellulitis,EFO:0003035,cellulitis,2471|2473,1
1757,Cellulite,EFO:0003035,cellulitis,2472,1
1758,Cellulitis,EFO:0003035,cellulitis,2474,1
1759,colonic mucosa,EFO:0003038,obsolete_colon mucosa,2475,1
1760,EAhy 926 cell,EFO:0003039,EAhy 926 cell,2476,1
1761,embryonic cell line,EFO:0003040,embryonic cell line,2477,1
1762,NCI-H1299 cell,EFO:0003043,NCI-H1299,2478,1
1763,NCI-H460 cell,EFO:0003044,NCI-H460,2479|2480,1
1764,hepatitis C,EFO:0003047,hepatitis C virus infection,2481,1
1765,hepatitis C virus infection,EFO:0003047,hepatitis C virus infection,2482,1
